Site,Label,Concepticon_ID,Concepticon_Gloss
1184,man,1554,MAN
1185,man,1554,MAN
1186,man,1554,MAN
1187,man,1554,MAN
1188,man,1554,MAN
1189,man,1554,MAN
1190,many,1198,MANY
1191,many,1198,MANY
1192,many,1198,MANY
1193,many,1198,MANY
1194,many,1198,MANY
1195,many,1198,MANY
1196,many,1198,MANY
1197,many,1198,MANY
1198,many,1198,MANY
1199,many,1198,MANY
1200,many,1198,MANY
1201,many,1198,MANY
1202,many,1198,MANY
1203,many,1198,MANY
1204,many,1198,MANY
1205,many,1198,MANY
1206,many,1198,MANY
1207,many,1198,MANY
1208,many,1198,MANY
1209,many,1198,MANY
1210,many,1198,MANY
1211,many,1198,MANY
1212,many,1198,MANY
1213,many,1198,MANY
1214,many,1198,MANY
1215,many,1198,MANY
1216,many,1198,MANY
1217,many,1198,MANY
1218,many,1198,MANY
1219,mouth,674,MOUTH
1220,mouth,674,MOUTH
1221,mouth,674,MOUTH
1222,mouth,674,MOUTH
1223,mouth,674,MOUTH
1224,mouth,674,MOUTH
1225,mouth,674,MOUTH
1226,mouth,674,MOUTH
1227,mouth,674,MOUTH
1228,mouth,674,MOUTH
1229,mouth,674,MOUTH
1230,mouth,674,MOUTH
1231,mouth,674,MOUTH
1232,name,1405,NAME
1233,near,1942,NEAR
1234,near,1942,NEAR
1235,near,1942,NEAR
1236,near,1942,NEAR
1237,near,1942,NEAR
1238,near,1942,NEAR
1239,near,1942,NEAR
1240,near,1942,NEAR
1241,near,1942,NEAR
1242,near,1942,NEAR
1243,near,1942,NEAR
1244,near,1942,NEAR
1245,near,1942,NEAR
1246,near,1942,NEAR
1247,near,1942,NEAR
1248,near,1942,NEAR
1249,near,1942,NEAR
1250,near,1942,NEAR
1251,near,1942,NEAR
1252,near,1942,NEAR
1253,near,1942,NEAR
1254,near,1942,NEAR
1255,near,1942,NEAR
1256,near,1942,NEAR
1257,near,1942,NEAR
1258,near,1942,NEAR
1259,near,1942,NEAR
1260,near,1942,NEAR
1261,near,1942,NEAR
1262,near,1942,NEAR
1263,near,1942,NEAR
1264,near,1942,NEAR
1265,near,1942,NEAR
1266,near,1942,NEAR
1267,near,1942,NEAR
1268,near,1942,NEAR
1269,near,1942,NEAR
1270,near,1942,NEAR
1271,near,1942,NEAR
1272,near,1942,NEAR
1273,near,1942,NEAR
1274,near,1942,NEAR
1275,near,1942,NEAR
1276,new,1231,NEW
1277,new,1231,NEW
1278,new,1231,NEW
1279,new,1231,NEW
1280,night,1233,NIGHT
1281,night,1233,NIGHT
1282,night,1233,NIGHT
1283,night,1233,NIGHT
1284,night,1233,NIGHT
1285,night,1233,NIGHT
1286,night,1233,NIGHT
1287,night,1233,NIGHT
1288,night,1233,NIGHT
1289,night,1233,NIGHT
1290,night,1233,NIGHT
1291,nose,1221,NOSE
1292,nose,1221,NOSE
1293,nose,1221,NOSE
1294,nose,1221,NOSE
1295,nose,1221,NOSE
1296,nose,1221,NOSE
1297,nose,1221,NOSE
1298,nose,1221,NOSE
1299,nose,1221,NOSE
1300,nose,1221,NOSE
1301,not,1240,NOT
1302,not,1240,NOT
1303,not,1240,NOT
1304,not,1240,NOT
1305,not,1240,NOT
1306,not,1240,NOT
1307,not,1240,NOT
1308,old,1229,OLD
1309,old,1229,OLD
1310,old,1229,OLD
1311,old,1229,OLD
1312,old,1229,OLD
1313,old,1229,OLD
1314,old,1229,OLD
1315,old,1229,OLD
1316,old,1229,OLD
1317,old,1229,OLD
1318,old,1229,OLD
1319,old,1229,OLD
1320,old,1229,OLD
1321,old,1229,OLD
1322,old,1229,OLD
1323,old,1229,OLD
1324,old,1229,OLD
1325,old,1229,OLD
1326,old,1229,OLD
1327,old,1229,OLD
1328,one,1493,ONE
1329,one,1493,ONE
1330,one,1493,ONE
1331,other,197,OTHER
1332,other,197,OTHER
1333,other,197,OTHER
1334,other,197,OTHER
1335,other,197,OTHER
1336,other,197,OTHER
1337,other,197,OTHER
1338,other,197,OTHER
1339,other,197,OTHER
1340,other,197,OTHER
1341,other,197,OTHER
1342,other,197,OTHER
1343,person,683,PERSON
1344,person,683,PERSON
1345,person,683,PERSON
1346,person,683,PERSON
1347,person,683,PERSON
1348,person,683,PERSON
1349,person,683,PERSON
1350,person,683,PERSON
1351,person,683,PERSON
1352,person,683,PERSON
1353,person,683,PERSON
1354,person,683,PERSON
1355,person,683,PERSON
1356,person,683,PERSON
1357,person,683,PERSON
1358,person,683,PERSON
1359,person,683,PERSON
1360,person,683,PERSON
1361,person,683,PERSON
1362,person,683,PERSON
1363,person,683,PERSON
1364,person,683,PERSON
1365,person,683,PERSON
1366,person,683,PERSON
1367,pull,1455,PULL
1368,pull,1455,PULL
1369,pull,1455,PULL
1370,pull,1455,PULL
1371,pull,1455,PULL
1372,pull,1455,PULL
1373,pull,1455,PULL
1374,pull,1455,PULL
1375,pull,1455,PULL
1376,pull,1455,PULL
1377,pull,1455,PULL
1378,pull,1455,PULL
1379,pull,1455,PULL
1380,pull,1455,PULL
1381,pull,1455,PULL
1382,pull,1455,PULL
1383,pull,1455,PULL
1384,pull,1455,PULL
1385,pull,1455,PULL
1386,pull,1455,PULL
1387,pull,1455,PULL
1388,pull,1455,PULL
1389,pull,1455,PULL
1390,pull,1455,PULL
1391,pull,1455,PULL
1392,pull,1455,PULL
1393,pull,1455,PULL
1394,rain,658,RAIN (PRECIPITATION)
1395,rain,658,RAIN (PRECIPITATION)
1396,rain,658,RAIN (PRECIPITATION)
1397,rain,658,RAIN (PRECIPITATION)
1398,rain,658,RAIN (PRECIPITATION)
1399,rain,658,RAIN (PRECIPITATION)
1400,rain,658,RAIN (PRECIPITATION)
1401,rain,658,RAIN (PRECIPITATION)
1402,rain,658,RAIN (PRECIPITATION)
1403,rain,658,RAIN (PRECIPITATION)
1404,rain,658,RAIN (PRECIPITATION)
1405,rain,658,RAIN (PRECIPITATION)
1406,rain,658,RAIN (PRECIPITATION)
1407,rain,658,RAIN (PRECIPITATION)
1408,rain,658,RAIN (PRECIPITATION)
1409,rain,658,RAIN (PRECIPITATION)
1410,red,156,RED
1411,red,156,RED
1412,red,156,RED
1413,red,156,RED
1414,red,156,RED
1415,red,156,RED
1416,red,156,RED
1417,red,156,RED
1418,red,156,RED
1419,red,156,RED
1420,red,156,RED
1421,red,156,RED
1422,red,156,RED
1423,red,156,RED
1424,red,156,RED
1425,rightsid,1019,RIGHT
1426,rightsid,1019,RIGHT
1427,rightsid,1019,RIGHT
1428,rightsid,1019,RIGHT
1429,rightsid,1019,RIGHT
1430,rightsid,1019,RIGHT
1431,rightsid,1019,RIGHT
1432,rightsid,1019,RIGHT
1433,rightsid,1019,RIGHT
1434,rightsid,1019,RIGHT
1435,rightsid,1019,RIGHT
1436,rightsid,1019,RIGHT
1437,rightsid,1019,RIGHT
